Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Were there days in the summer where the minimum temperature dropped below 10?,"During the summer season, were there any days with a minimum temperature less than 10?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
summer_data = dataset[dataset[""season""] == ""summer""]
min_temp_less_than_10 = (summer_data[""tmin""] < 10).any()

return min_temp_less_than_10
",bool,False,True
How many days had a maximum temperature above 30 degrees?,,,,ERROR,5500
"On average, what's the minimum temperature during winters?",Calculate the average value of the tmin column for rows where the season is winter.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
winter_data = db[db[""season""] == ""winter""]
average_tmin = winter_data[""tmin""].mean()

return average_tmin
",float64,,2.7196080000000000
How many unique days had solar radiation measurements?,What is the count of distinct values in the fecha column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
distinct_dates = db[""fecha""].nunique()

return distinct_dates
",int64,36858,28615
What's the highest wind speed ever recorded?,What is the maximum value in the racha column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_racha = db[""racha""].max()

return max_racha
",float64,32.2,32.2
On which weekday did the highest temperature ever occur?,What is the value of weekday_name corresponding to the row with the highest tmax?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_tmax_row = dataset.loc[dataset[""tmax""] == dataset[""tmax""].max()]
weekday_name = max_tmax_row[""weekday_name""].iloc[0]

return weekday_name
",string,Friday,Friday
In which season do we find the highest average solar radiation?,What is the season associated with the maximum average value of solar radiation?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_sol = db[""sol""].max()
season_at_max_sol = db[db[""sol""] == max_sol][""season""].iloc[0]

return season_at_max_sol
",string,Summer,Summer
Which month had the lowest average wind speed?,What is the name of the month with the minimum average wind speed?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
avg_wind_speed = db.groupby('month_name')['velmedia'].mean()
min_wind_speed_month = avg_wind_speed.idxmin()

return min_wind_speed_month
",string,October,October
On what date was the highest pressure ever recorded?,What is the date associated with the maximum value in the presMax column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_pres_date = db.loc[db[""presMax""] == db[""presMax""].max(), ""fecha""].iloc[0]

return max_pres_date
",datetime64[us],22-12-2016,22-12-2016
What are the top 3 months with the highest average maximum temperatures?,"Identify the three months that exhibit the highest average maximum temperatures, returning their names.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
avg_max_temps = dataset.groupby('month_name')['tmax'].mean().sort_values(ascending=False)
top_three_months = avg_max_temps.head(3).index.tolist()

return top_three_months
",list of (string),"['July', 'August', 'June']","['July', 'August', 'June']"
"Which are the 5 weekdays with the most rain, ranked from highest to lowest?","Retrieve the names of the top 5 weekdays with the highest precipitation values, sorted in descending order based on precipitation.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
weekday_precipitation = dataset.groupby('weekday_name')['prec'].mean().sort_values(ascending=False)
top_5_weekdays = weekday_precipitation.head(5).index.tolist()

return top_5_weekdays
",list of (string),"['Friday', 'Sunday', 'Thursday', 'Saturday', 'Wednesday']","['Friday', 'Sunday', 'Saturday', 'Thursday', 'Wednesday']"
"List the 4 seasons ranked by average solar radiation, from highest to lowest.",,,,ERROR,"['Summer', 'Spring', 'Autumn', 'Winter']"
Which 2 months recorded the lowest average minimum temperatures?,,,,ERROR,"['January', 'December']"
List the top 5 recorded maximum temperatures.,Retrieve the 5 highest values from the tmax column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
highest_tmax_values = db.nlargest(5, 'tmax')['tmax'].tolist()

return highest_tmax_values
",list of (float64),"[40.7, 40.6, 40.0, 40.0, 40.0]","[40.7, 40.6, 40.0, 40.0, 40.0]"
What are the 4 lowest wind speeds ever recorded?,Retrieve the four smallest values from the velmedia column in the dataset.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
smallest_velmedia = db['velmedia'].nsmallest(4).tolist()

return smallest_velmedia
",list of float64,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Rank the highest 3 solar radiation measurements.,Retrieve the top 3 largest values from the sol column in descending order.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
top_3_sol = db.sort_values(by='sol', ascending=False)['sol'].head(3).tolist()

return top_3_sol
",list of (float64),"[14.9, 14.8, 14.7]","[14.9, 14.8, 14.7]"
Which 6 days of the year (numbered from 1 to 365/366) had the highest average temperatures?,What are the 6 dayofyear values that correspond to the highest average tmed temperatures?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
avg_tmed = db.groupby('dayofyear')['tmed'].mean().reset_index()
top_6_days = avg_tmed.nlargest(6, 'tmed')['dayofyear'].tolist()

return top_6_days
",list of (uint16),"[209, 210, 208, 207, 211, 205]","[209, 210, 208, 207, 211, 205]"
"Are there records where the RETRINOIN_xRZI exceeds 10,000?","Are there any entries in the dataset where the value of the RETRINOIN_xRZI column is greater than 10,000?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
greater_than_10000 = dataset[dataset[""RETRINOIN_xRZI""] > 10000]

if len(greater_than_10000) > 0:
return True
else:
return False
",bool,True,True
Are there any female respondents who belong to the ESTE NUTS1 region?,Is there at least one respondent with SEXO equal to female and NUTS1 equal to ESTE?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
female_respondents = db[(db[""SEXO""] == ""female"") & (db[""NUTS1""] == ""ESTE"")]
if len(female_respondents) > 0:
return True
else:
return False
",bool,False,True
Do we have respondents who fall under both PRIVADO control and NACIONAL market?,Are there any respondents whose CONTROL attribute is PRIVADO and whose MERCADO attribute is NACIONAL?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
control_privado = db[db[""CONTROL""] == ""PRIVADO""]
mercado_nacional = control_privado[control_privado[""MERCADO""] == ""NACIONAL""]

if len(mercado_nacional) > 0:
return True
else:
return False
",bool,True,True
"Are there records with RETRINOIN_WwQk less than 5,000?",Does the dataset contain any records where the value in the RETRINOIN_WwQk column is less than 5000?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
less_than_5000 = db[db[""RETRINOIN_WwQk""] < 5000]
contains_records = len(less_than_5000) > 0

return contains_records
",bool,True,True
How many unique respondents belong to the ESTE NUTS1 region?,What is the count of distinct values in the RESPONSA column for rows where the NUTS1 region is ESTE NUTS1?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
df = db.copy()
este_nuts1_rows = df[df[""NUTS1""] == ""ESTE NUTS1""]
distinct_responsa = este_nuts1_rows[""RESPONSA""].nunique()

return distinct_responsa
",int64,0,58852
"On average, what's the RETRINOIN value for male respondents?",Calculate the mean of the RETRINOIN column for respondents whose SEXO is male.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
male_respondents = db[db[""SEXO""] == ""Male""]
mean_retrinoin = male_respondents[""RETRINOIN""].mean()

return mean_retrinoin
",float64,29370.243704000000,29370.243704000000
What's the highest value for RETRINOIN_ac1q in the dataset?,,,,ERROR,199496.34
How many unique clusters are present in the 'umap_cluster' column?,What is the number of distinct values found in the umap_cluster column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
distinct_values = db['umap_cluster'].nunique()

return distinct_values
",int64,73,73
Which 'ANOS2' category has the most number of respondents?,What is the most frequent value in the ANOS2 column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
most_frequent_value = db['ANOS2'].mode()[0]

return most_frequent_value
",string,DE 40 A 49,DE 40 A 49
In which 'NUTS1' region do we find the highest average RETRINOIN?,What is the value of NUTS1 that corresponds to the maximum average RETRINOIN?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
avg_retrinoin = db.groupby('NUTS1')['RETRINOIN'].mean()
max_nuts1 = avg_retrinoin.idxmax()

return max_nuts1
",string,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID
Which 'MERCADO' category is the least common in the dataset?,What is the category value in the 'MERCADO' column that appears with the lowest frequency?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
mercado_counts = db['MERCADO'].value_counts()
least_frequent_category = mercado_counts.idxmin()

return least_frequent_category
",string,UNIÓN EUROPEA,UNIÓN EUROPEA
Which 'umap_cluster' is the most dominant in the dataset?,What is the most frequent value in the umap_cluster column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
most_frequent_cluster = db['umap_cluster'].mode()[0]

return most_frequent_cluster
",category,Cluster 1,Cluster 1
Which are the 2 least common age categories in the dataset?,What are the two most frequent values in the clusters_2 column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
value_counts = dataset['clusters_2'].value_counts()
most_frequent_values = value_counts.nlargest(2).index.tolist()

return most_frequent_values
",list of (category),"['Cluster 1', 'Cluster 2']","['MENOS 19 AÑOS', 'MÁS DE 59']"
Which are the 3 least common 'ANOS2' categories in the dataset?,What are the three most frequent values in the 'ANOS2' column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
anos2_counts = db['ANOS2'].value_counts()
top_three_anos2 = anos2_counts.nlargest(3).index.tolist()

return top_three_anos2
",list of (category),"['DE 40 A 49', 'DE 50 A 59', 'DE 30 A 39']","['MENOS 19 AÑOS', 'MÁS DE 59', 'DE 20 A 29']"
List the top 5 'NUTS1' regions by frequency.,What are the 5 most frequent values in the NUTS1 column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
nuts1_counts = db['NUTS1'].value_counts()
top_5_nuts1 = nuts1_counts.head(5).index.tolist()

return top_5_nuts1
",list of (string),"['ESTE', 'COMUNIDAD DE MADRID', 'NORESTE', 'SUR', 'CENTRO']","['ESTE', 'COMUNIDAD DE MADRID', 'NORESTE', 'SUR', 'CENTRO']"
Which 2 'umap_cluster' categories are the least represented?,Identify the two 'umap_cluster' categories that have the smallest number of occurrences in the dataset.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
cluster_counts = db['umap_cluster'].value_counts()
sorted_clusters = cluster_counts.sort_values()
two_smallest_clusters = sorted_clusters.index[:2].tolist()

return two_smallest_clusters
",list of (category),"['Cluster 72', 'Cluster 71']","['Cluster 71', 'Cluster 73']"
List the top 5 recorded RETRINOIN values.,What are the 5 highest values present in the RETRINOIN column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_5_values = dataset['RETRINOIN'].nlargest(5).tolist()

return top_5_values
",list of (float64),"[4225998.36, 4153877.05, 4021902.63, 3903390.45, 2192967.2]","[4225998.36, 4153877.05, 4021902.63, 3903390.45, 2192967.2]"
What are the 4 lowest x values in the dataset?,Return a sorted list containing the four smallest values from the x column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
x_values = db[""x""].tolist()
sorted_x_values = sorted(x_values)[:4]

return sorted_x_values
",list of (float64),"[-23714.217, -23706.5, -23698.271, -23697.166]","[-23714.217, -23706.5, -23698.271, -23697.166]"
Rank the highest 3 y values in the dataset.,What are the three largest values in the y column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
y_values = db[""y""].tolist()
top_three = sorted(y_values, reverse=True)[:3]

return top_three
",list of (float64),"[28352.02, 28313.926, 28283.78]","[28352.02, 28313.926, 28283.78]"
What are the largest 2 y values in the dataset?.,Retrieve the two highest values from the column named 'y'.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
highest_values = db['y'].nlargest(2).tolist()

return highest_values
",list of (float64),"[28352.02, 28313.926]","[28352.02, 28313.926]"
Is the most visited URL related to 'no code data science'?,What is the category of the URL with the highest ranking? Is that category 'no code data science'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
highest_ranked_url = dataset.loc[dataset[""Ranking""] == dataset[""Ranking""].max()]
category = highest_ranked_url[""URLs""].iloc[0]

return category == 'no code data science'
",bool,False,True
Does any URL have a competition level of 'Low'?,Is there any entry in the dataset where the Competition column has the value 'Low'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
competition_low = (dataset[""Competition""] == ""Low"").any()

return competition_low
",bool,True,True
Are there any URLs with an average monthly searches above 1000?,,,,ERROR,False
Is the URL with the lowest ranking also the one with the highest monthly searches?,,,,ERROR,True
How many unique URLs are in the dataset?,What is the count of distinct values present in the URLs column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
distinct_urls = db['URLs'].nunique()

return distinct_urls
",int64,28,28
What is the lowest ranking value in the dataset?,What is the minimum value present in the Ranking column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_ranking = dataset[""Ranking""].min()

return min_ranking
",uint8,1,11
What is the minimum average monthly searches in the dataset?,What is the smallest value of average monthly searches found in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
smallest_avg_searches = db['Avg. monthly searches'].min()

return smallest_avg_searches
",float64,50,50
How many unique keywords are present in the dataset?,What is the number of distinct values found in the Keyword column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
distinct_keywords = dataset['Keyword'].nunique()

return distinct_keywords
",int64,6,6
What is the competition level of the highest-ranked URL?,What is the value of the Competition column for the URL with the maximum Ranking?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_rank_url = db.loc[db[""Ranking""] == db[""Ranking""].max()]
competition_value = max_rank_url[""Competition""].iloc[0]

return competition_value
",category,Low,Medium
What keyword has the highest average monthly searches?,Which keyword has the maximum value in the Avg. monthly searches column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_searches = dataset.loc[dataset[""Avg. monthly searches""] == dataset[""Avg. monthly searches""].max()]
keyword = max_searches[""Keyword""].iloc[0]

return keyword
",string,no code data science,no code data science
What is the competition level for the URL with the highest ranking?,What is the value of the competition column for the row with the maximum ranking?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_ranking_row = db.loc[db[""Ranking""] == db[""Ranking""].max()]
competition_value = max_ranking_row[""Competition""].iloc[0]

return competition_value
",category,Low,Low
What keyword is associated with the URL with the lowest ranking?,Identify the keyword corresponding to the URL with the minimum ranking value.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
min_ranking_url = db.loc[db[""Ranking""] == db[""Ranking""].min()]
keyword = min_ranking_url[""Keyword""].iloc[0]

return keyword
",string,no code data science,no code data science
What are the top 3 URLs with the highest average monthly searches?,,,,ERROR,"['https://www.obviously.ai/', 'https://venturebeat.com/2021/10/12/no-code-ai-startup-obviously-ai-raises-4-7m/', 'https://hbr.org/2021/11/how-no-code-platforms-could-disrupt-the-it-industry']"
List the bottom 2 competition levels of URLs with ranking better than 5.,"What are the two lowest values for the competition column, among URLs that have a ranking greater than 5?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
filtered_data = dataset[dataset[""Ranking""] > 5]
sorted_competition = filtered_data.groupby(""Competition"")[""Ranking""].count().sort_values()
two_lowest_competitions = sorted_competition.head(2).index.tolist()

return two_lowest_competitions
",list of string,"['Medium', 'Unknown']","['Medium', 'Unknown']"
Which are the 4 keywords associated with the URLs of lowest rankings?,What are the keywords corresponding to the URLs with the smallest Ranking values?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
smallest_ranking_urls = db[db[""Ranking""] == db[""Ranking""].min()]
keywords = smallest_ranking_urls[""Keyword""].tolist()

return keywords
",list of string,"['no code data science', 'no code data analytics', 'no code analytics', 'no code data science tools', 'no code analytics platform', 'no code predictive analytics']","['no code data science', 'no code data analytics', 'no code data science', 'no code data science']"
Enumerate the 3 URLs with the highest ranking.,What are the URLs associated with the top 3 highest Ranking values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_3_ranking = dataset.nlargest(3, 'Ranking')['URLs']
return ['\'{}\''.format(url) for url in top_3_ranking]
",list of string,"[""'https://www.nocodelytics.com/no-code-analytics'"", ""'https://www.akkio.com/post/the-complete-no-code-ai-guide-exploring-26-no-code-ai-tools'"", ""'https://medium.com/captech-corner/the-truth-about-automl-and-no-code-data-science-b73f2cf50c4e'""]","['https://www.obviously.ai/', 'https://www.obviously.ai/', 'https://venturebeat.com/2021/10/12/no-code-ai-startup-obviously-ai-raises-4-7m/']"
What are the lowest 4 rankings associated with the keyword 'no code data science'?,Retrieve the four smallest values from the Ranking column where the Keyword column equals 'no code data science'.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
filtered_data = db[db['Keyword'] == 'no code data science']
smallest_rankings = sorted(filtered_data['Ranking'])[:4]

return smallest_rankings
",list of (uint8),"[1, 2, 3, 4]","[10, 9, 8, 7]"
List the bottom 3 average monthly searches for URLs with medium competition.,"What are the three smallest values in the Avg. monthly searches column, considering only rows where Competition is medium?","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
filtered_data = db[db[""Competition""] == ""medium""].sort_values(by=""Avg. monthly searches"")
smallest_searches = filtered_data[""Avg. monthly searches""].head(3).tolist()

return smallest_searches
",list of (uint8),[],"[50, 50, 50]"
Provide the lowest 5 rankings of URLs with low competition (if any).,What are the 5 smallest values in the Ranking column for rows where Competition is low?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
competition_low = db[db['Competition'] == 'low']
smallest_rankings = competition_low['Ranking'].nlargest(5).tolist()

return smallest_rankings
",list of (uint8),[],"[11, 10, 10, 9, 9]"
Specify the bottom 2 average monthly searches for URLs with the highest rankings.,What are the 2 lowest average monthly search values among URLs that have the highest Ranking?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
highest_ranking_urls = db[db['Ranking'] == db['Ranking'].max()]
lowest_search_values = highest_ranking_urls.sort_values(by='Avg. monthly searches')['Avg. monthly searches'][:2].tolist()

return lowest_search_values
",list of (uint8),"[50, 50]","[50, 50]"
Is there any wine with a quality rating of 10?,Does any record in the dataset have a quality value equal to 10?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
quality_ten = (dataset[""quality""] == 10).any()

return quality_ten
",bool,False,False
Are there any wines with residual sugar above 15g/dm^3?,Is there any wine in the dataset where the residual sugar value is greater than 15?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
residual_sugar_greater_than_15 = dataset[dataset['residual sugar'] > 15]
result = len(residual_sugar_greater_than_15) > 0

return result
",bool,True,True
Is the highest alcohol content wine also the one with the highest quality rating?,,,,ERROR,False
Does any wine have a pH level below 2.5?,,,,ERROR,False
How many unique quality ratings are there in the dataset?,What is the number of distinct values present in the quality column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
distinct_quality_values = dataset['quality'].nunique()

return distinct_quality_values
",int64,6,6
What is the maximum fixed acidity level found in the dataset?,What is the largest value present in the fixed acidity column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
largest_fixed_acidity = db[""fixed acidity""].max()

return largest_fixed_acidity
",float64,15.9,15.9
What is the minimum volatile acidity level in the dataset?,What is the smallest value present in the volatile acidity column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
smallest_volatile_acidity = dataset['volatile acidity'].min()

return smallest_volatile_acidity
",float64,0.12,0.12
How many wines have free sulfur dioxide above 50 mg/dm^3?,What is the count of wines where the free sulfur dioxide value exceeds 50?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
count = len(dataset[dataset['free sulfur dioxide'] > 50])

return count
",int64,16,16
What is the quality rating of the wine with the highest alcohol content?,What is the quality value associated with the wine sample having the highest alcohol level?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
highest_alcohol_sample = dataset.loc[dataset[""alcohol""] == dataset[""alcohol""].max()]
quality = highest_alcohol_sample[""quality""].iloc[0]

return quality
",uint8,5,5
What is the quality rating of the wine with the highest fixed acidity?,What is the quality value corresponding to the wine having the maximum fixed acidity?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_fixed_acidity_wine = dataset.loc[dataset[""fixed acidity""] == dataset[""fixed acidity""].max()]
quality = max_fixed_acidity_wine[""quality""].iloc[0]

return quality
",uint8,5,5
What is the quality rating of the wine with the lowest volatile acidity?,What is the quality value corresponding to the row with the minimum volatile acidity?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_volatile_acidity_row = dataset.loc[dataset[""volatile acidity""] == dataset[""volatile acidity""].min()]
quality_value = min_volatile_acidity_row[""quality""].iloc[0]

return quality_value
",uint8,7,7
What is the quality rating of the wine with the highest pH level?,What is the quality value corresponding to the wine record that has the highest pH?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
highest_ph_record = db.loc[db[""pH""] == db[""pH""].max()]
quality_value = highest_ph_record[""quality""].iloc[0]

return quality_value
",uint8,6,6
List the quality ratings of the top 3 wines with the highest alcohol content.,Retrieve the quality ratings corresponding to the three wines having the largest alcohol values.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_by_alcohol = dataset.sort_values(by='alcohol', ascending=False)
top_three_qualities = sorted_by_alcohol['quality'].head(3).tolist()

return top_three_qualities
",list of (uint8),"[5, 8, 6]","['5', '6', '6']"
Enumerate the quality ratings of the bottom 2 wines with the lowest residual sugar.,What are the quality values for the two wines that have the smallest residual sugar readings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_by_residual_sugar = dataset.sort_values(by='residual sugar')
two_smallest_residual_sugar = sorted_by_residual_sugar.head(2)
quality_values = two_smallest_residual_sugar['quality'].tolist()

return quality_values
",list of (uint8),"[6, 6]","['6', '6']"
Which are the quality ratings of the top 5 wines with the highest density?,Retrieve the quality ratings corresponding to the five wines exhibiting the highest density values.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_5_density = dataset.nlargest(5, 'density')
quality_ratings = top_5_density['quality'].tolist()

return quality_ratings
",list of (uint8),"[6, 6, 7, 5, 5]","['6', '6', '7', '5', '5']"
List the quality ratings of the bottom 4 wines with the lowest pH level.,What are the quality ratings corresponding to the 4 wines having the smallest pH values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
df = dataset.copy()
df_sorted = df.sort_values(by='pH', ascending=True)
smallest_ph_wines = df_sorted.head(4)
quality_ratings = smallest_ph_wines['quality'].tolist()

return quality_ratings
",list of (uint8),"[4, 6, 6, 8]","['4', '6', '6', '8']"
What are the alcohol contents of the top 4 wines with the highest quality ratings?,Retrieve the alcohol values for the four wines exhibiting the highest quality ratings.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
highest_quality_wines = dataset.sort_values(by='quality', ascending=False).head(4)
alcohol_values = highest_quality_wines['alcohol'].tolist()

return alcohol_values
",list of float64,"[11.0, 10.0, 12.9, 12.5]","['12.8', '12.6', '12.9', '9.8']"
List the volatile acidity levels of the bottom 3 wines with the lowest quality ratings.,Retrieve the volatile acidity values for the three wines with the minimum quality ratings.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_quality_wines = dataset.sort_values('quality').head(3)
volatile_acidity_values = min_quality_wines['volatile acidity'].tolist()

return volatile_acidity_values
",list of float64,"[0.875, 0.44, 1.02]","['0.58', '0.61', '1.185']"
Enumerate the fixed acidity levels of the top 5 wines with the highest quality ratings.,What are the fixed acidity values for the five wines with the highest quality ratings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_five_quality = dataset.nlargest(5, 'quality')
fixed_acidity_values = top_five_quality['fixed acidity'].tolist()

return fixed_acidity_values
",list of (float64),"[7.9, 10.3, 5.6, 12.6, 11.3]","['7.9', '10.3', '5.6', '12.6', '11.3']"
Provide the residual sugar levels of the bottom 2 wines with the lowest quality ratings.,What are the residual sugar values for the two wines with the minimum quality ratings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_quality_wines = dataset.loc[dataset[""quality""] == dataset[""quality""].min()]
residual_sugar_values = min_quality_wines[""residual sugar""].tolist()

return residual_sugar_values
",list of float64,"[2.2, 2.1, 4.25, 1.5, 3.4, 2.1, 1.2, 2.1, 5.7, 1.8]","['2.2', '2.1']"
Is there any purchase with a total cost above 1000?,Are there any records in the dataset where the total amount is greater than 1000?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
total_greater_than_1000 = db[db[""Total""] > 1000]
result = len(total_greater_than_1000) > 0

return result
",bool,True,True
Are there any customers who made a purchase using cash?,Is there any record in the dataset where the payment method is cash?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
cash_payment = (dataset[""Payment""] == ""Cash"").any()

return cash_payment
",bool,True,True
Is the customer with the highest total purchase cost a 'Member'?,Does the customer with the maximum total purchase cost have a Customer type of 'Member'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_total_customer = dataset.loc[dataset[""Total""] == dataset[""Total""].max()]
is_member = max_total_customer[""Customer type""].str.contains('Member', case=False).bool()

return is_member
",bool,True,True
Does any customer with a rating strictly above 9 use 'Ewallet' as their payment method?,Is there any customer whose Rating is greater than 9 and Payment is equal to 'Ewallet'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
customer_filter = (dataset['Rating'] > 9) & (dataset['Payment'] == 'Ewallet')
result = customer_filter.any()

return result
",bool,True,True
How many unique branches are there in the dataset?,What is the count of distinct values present in the Branch column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
distinct_branches = dataset['Branch'].nunique()

return distinct_branches
",int64,3,3
What is the maximum quantity of products bought in a single purchase?,What is the highest value found in the Quantity column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
highest_quantity = dataset[""Quantity""].max()

return highest_quantity
",int64,10,10
What is the minimum total cost of a purchase in the dataset?,What is the smallest value present in the Total column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
smallest_total = dataset[""Total""].min()

return smallest_total
",float64,10.6785,10.6785
How many purchases were made in Yangon city?,What is the total number of invoices generated from the city Yangon?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
yangon_invoices = dataset[dataset[""City""] == ""Yangon""]
total_invoices = len(yangon_invoices)

return total_invoices
",int64,340,340
What is the payment method used for the purchase with the highest total cost?,Which payment type corresponds to the transaction with the largest total amount?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_total_transaction = dataset.loc[dataset[""Total""] == dataset[""Total""].max()]
payment_type = max_total_transaction[""Payment""].iloc[0]

return payment_type
",string,Credit card,Credit card
What is the product line of the purchase with the highest total cost?,Which product line corresponds to the purchase having the largest total cost?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_total_purchase = dataset.loc[dataset[""Total""] == dataset[""Total""].max()]
product_line = max_total_purchase[""Product line""].iloc[0]

return product_line
",string,Fashion accessories,Fashion accessories
What is the customer type of the purchase with the lowest total cost?,Which customer type corresponds to the transaction with the minimum total cost?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_total_transaction = dataset.loc[dataset[""Total""] == dataset[""Total""].min()]
customer_type = min_total_transaction[""Customer type""].iloc[0]

return customer_type
",category,Member,Member
What is the gender of the customer with the highest total purchase cost?,Can you identify the gender of the customer who has spent the most money in total?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
customer_spending = dataset.groupby('Gender')['Total'].sum()
max_spender_gender = customer_spending.idxmax()

return max_spender_gender
",string,Female,Female
List the payment methods of the top 3 purchases with the highest total cost.,What are the payment methods used for the three purchases with the largest total cost?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_three_purchases = dataset.nlargest(3, 'Total')['Payment']
return ['' + payment for payment in top_three_purchases]
",list of string,"['Credit card', 'Credit card', 'Ewallet']","['Credit card', 'Credit card', 'Ewallet']"
Enumerate the product lines of the bottom 2 purchases with the lowest total cost.,What are the product lines associated with the two transactions that have the smallest total cost values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_transactions = dataset.sort_values(by='Total', ascending=True)
two_smallest_transactions = sorted_transactions.head(2)
product_lines = two_smallest_transactions['Product line'].tolist()

return product_lines
",list of string,"['Sports and travel', 'Fashion accessories']","['Sports and travel', 'Fashion accessories']"
