Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What's the median of the average number of years participants have used machine learning methods?,What is the median value of the average number of years that participants have used machine learning methods?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    median_value = db['(Average) For how many years have you used machine learning methods?'].median()
    return median_value",float64,1.5,1.5
How many participants are from the United Kingdom?,What is the number of participants whose country of residence is the United Kingdom?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    uk_residents = db[db[""In which country do you currently reside?""] == ""United Kingdom""]
    num_uk_residents = len(uk_residents)
    
    return num_uk_residents",int64,0,450
What is the most common number of programming languages used by participants on a regular basis?,,,,ERROR,2
What's the most common computing platform used for data science projects?,What is the most frequently used computing platform for data science projects among the respondents?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_frequent_platform = dataset['What type of computing platform do you use most often for your data science projects?'].mode().iloc[0]
    return most_frequent_platform",string,A laptop,A laptop
What's the most common programming language used on a regular basis?,Which programming language is most frequently used by professionals on a regular basis?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    most_frequent_language = db['What programming languages do you use on a regular basis?'].mode().iloc[0]
    return most_frequent_language",string,['Python'],Python
Which country has the second highest number of participants?,What is the country with the second highest count of participants in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    country_counts = db['In which country do you currently reside?'].value_counts()
    second_highest_country = country_counts.index[1]
    return second_highest_country",string,United States of America,United States of America
Which title is the most common among participants?,What is the most frequently occurring title among the participants in the 'Select the title most similar to your current role (or most recent title if retired)' category?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    title_counts = dataset['Select the title most similar to your current role (or most recent title if retired)'].value_counts()
    most_frequent_title = title_counts.idxmax()
    
    return most_frequent_title",string,Data Scientist,Data Scientist
What are the top 4 geographies represented in the dataset?,,,,ERROR,"['India', 'USA', 'Western Europe', 'China - Japan - Korea']"
Name the top 3 general segments of participants.,What are the top 3 most common general segments of participants in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    general_segments = db['General Segments'].value_counts().head(3).index.tolist()
    return general_segments",list of (string),"[array(['Analysts'], dtype=object), array(['Data Scientists'], dtype=object), array(['Academics'], dtype=object)]","['Analysts', 'Data Scientists', 'Academics']"
list the top 4 most common job titles.,What are the four most frequently occurring job titles in the 'Select the title most similar to your current role (or most recent title if retired)' category?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    job_titles = dataset['Select the title most similar to your current role (or most recent title if retired)']
    title_counts = job_titles.value_counts()
    most_frequent_titles = title_counts.nlargest(4).index.tolist()
    
    return most_frequent_titles",list of (string),"['Data Scientist', 'Software Engineer', 'Other', 'Data Analyst']","['Data Scientist', 'Software Engineer', 'Other', 'Data Analyst']"
Identify the top 6 programming languages used regularly.,"What are the top 6 programming languages that professionals use regularly, based on the provided dataset?","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    programming_languages = db['What programming languages do you use on a regular basis?'].value_counts().index.tolist()
    top_6_programming_languages = programming_languages[:6]
    return top_6_programming_languages",list of (string),"[array(['Python'], dtype=object), array(['R'], dtype=object), array(['SQL'], dtype=object), array(['Other'], dtype=object), array(['Java'], dtype=object), array(['Javascript'], dtype=object)]","['Python', 'SQL', 'R', 'Javascript', 'C++', 'Java']"
Report the top 4 age ranges of participants by frequency,What are the top 4 age ranges with the highest frequency of participants based on the average age of the participants?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    age_range = pd.cut(db['(Average) What is your age (years)?'], bins=[0, 20, 30, 40, 50, 60, 100], labels=['0-20', '21-30', '31-40', '41-50', '51-60', '61-100'], right=False)
    age_range_freq = age_range.value_counts().head(4)
    top_4_age_ranges = age_range_freq.index.tolist()
    return top_4_age_ranges",list of (string),"['21-30', '31-40', '41-50', '51-60']","['25-29', '30-34', '22-24', '35-39']"
list the highest average 3 years of machine learning experience.,What are the top 3 average years of machine learning experience in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    average_years_ml = db['(Average) For how many years have you used machine learning methods?'].sort_values(ascending=False).head(3).tolist()
    return average_years_ml",list of (float64),"[20.0, 20.0, 20.0]","[19.83, 19.74, 19.68]"
Identify the 5 highest yearly compensations.,What are the top 5 highest average yearly compensations reported in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    average_compensations = db['(Average) What is your current yearly compensation (approximate $USD)?_rx_K'].sort_values(ascending=False).head(5).tolist()
    return average_compensations",list of (float64),"[174999.5, 174999.5, 174999.5, 174999.5, 174999.5]","[1000000, 1000000, 1000000, 1000000, 1000000]"
Report the 5 most common sizes of the company where participants work.,What are the top 5 most frequent company sizes where the professionals are employed?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    company_sizes = db['(Average) What is the size of the company where you are employed?'].value_counts().index[:5].tolist()
    return company_sizes",list of (float64),"[24.0, 10000.0, 5500.0, 150.0, 624.0]","['0-49 employees', '10,000 or more employees', '1000-9,999 employees', '50-249 employees', '250-999 employees']"
Are there more reviews with rating 5 from 'GB' than 'US'?,Does the count of reviews with a rating of 5 from country code 'GB' exceed the count of reviews with a rating of 5 from country code 'US'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    gb_reviews = dataset[(dataset[""country_code""] == 'GB') & (dataset[""rating""] == 5)]
    us_reviews = dataset[(dataset[""country_code""] == 'US') & (dataset[""rating""] == 5)]
    
    return len(gb_reviews) > len(us_reviews)",bool,True,True
Is the average rating for 'Wise' in 'GB' above 4?,Is the mean rating for the company 'Wise' in the country 'GB' greater than 4?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_gb_ratings = dataset[(dataset[""Company""] == ""Wise"") & (dataset[""country_code""] == ""GB"")]
    mean_rating = wise_gb_ratings[""rating""].mean()
    return mean_rating > 4",bool,True,True
Do any reviews originate from 'AO'?,Are there any reviews where the country code is 'AO'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    reviews_from_ao = dataset[dataset[""country_code""] == 'AO']
    return not reviews_from_ao.empty",bool,True,True
Did any reviews receive a rating of 1?,Are there any reviews where the rating is equal to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_rating_one = dataset[""rating""].isin([1]).any()
    return has_rating_one",bool,True,True
What's the total number of reviews for 'Wise'?,What is the total count of reviews where the company is 'Wise'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_reviews = dataset[dataset[""Company""] == ""Wise""]
    total_count = len(wise_reviews)

    return total_count",int64,3840,3840
How many unique countries gave 'Wise' a rating of 5?,What is the number of distinct countries where the company 'Wise' received a rating of 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_reviews = dataset[(dataset[""Company""] == ""Wise"") & (dataset[""rating""] == 5)]
    distinct_countries = wise_reviews[""country_code""].nunique()

    return distinct_countries",int64,120,120
What is the highest rating received?,What is the maximum rating received in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_rating = dataset[""rating""].max()
    return max_rating",uint8,5,5
What's the average rating across all reviews?,What is the mean of all the ratings in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_rating = dataset[""rating""].mean()
    return mean_rating",float64,4.097756000000000,4.097756000000000
Which company received the most 5-star reviews?,What is the company that has received the highest number of reviews with a rating of 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_rating_reviews = dataset[dataset[""rating""] == 5]
    company_counts = max_rating_reviews[""Company""].value_counts()
    company_with_most_reviews = company_counts.idxmax()

    return company_with_most_reviews",string,Wise,Wise
From which country did 'Wise' receive the most reviews?,Which country code has the highest frequency of reviews for the company 'Wise'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_reviews = dataset[dataset['Company'] == 'Wise']
    country_code_counts = wise_reviews['country_code'].value_counts()
    most_frequent_country_code = country_code_counts.idxmax()

    return most_frequent_country_code",category,GB,GB
Which country had the lowest representation in the reviews?,What country code has the least number of occurrences in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    country_code_counts = dataset[""country_code""].value_counts()
    least_common_country_code = country_code_counts.idxmin()

    return least_common_country_code",string,CW,CW
Which company received the lowest rating?,What is the name of the company that has the minimum rating?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_rating_company = dataset.loc[dataset[""rating""] == dataset[""rating""].min()]
company_name = min_rating_company[""Company""].iloc[0]

return company_name",string,Wise,N26
Which are the top 3 countries with the most 5-star reviews for 'Wise'?,"What are the top three country codes where the company is 'Wise' and the rating is 5, ordered by the count of 5-star reviews in descending order?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_five_star_reviews = dataset[(dataset[""Company""] == ""Wise"") & (dataset[""rating""] == 5)]
    top_three_country_codes = wise_five_star_reviews[""country_code""].value_counts().head(3).index.tolist()
    
    return top_three_country_codes",list of (string),"['GB', 'US', 'ES']","['GB', 'US', 'ES']"
Which are the 2 companies represented in the dataset?,What are the names of the two unique companies present in the Company column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
unique_companies = dataset[""Company""].unique()
unique_companies = unique_companies.tolist()
unique_companies = unique_companies[:2]

return unique_companies",list of (string),"['Wise', 'N26']","['Wise', 'N26']"
Which are the bottom 4 countries in terms of review count? If two or more have the same number order them alphabetically.,What are the names of the bottom 4 countries when ordered by review count in ascending order and then alphabetically in case of a tie?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    country_review_counts = dataset['country_code'].value_counts().reset_index()
    country_review_counts.columns = ['country_code', 'review_count']
    country_review_counts = country_review_counts.sort_values(by=['review_count', 'country_code']).head(4)
    bottom_4_countries = country_review_counts['country_code'].tolist()
    
    return bottom_4_countries",list of (string),"['AI', 'KR', 'FO', 'PY']","['CW', 'FO', 'KZ', 'NE']"
What are the 3 most common countries? If two or more have the same number order them alphabetically.,"List the top 3 countries by frequency of occurrence in the dataset, and if there are ties in frequency, sort them alphabetically by country name.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    country_counts = dataset['country_code'].value_counts()
    top_3_countries = country_counts.nlargest(3)
    top_3_countries = top_3_countries.index.tolist()
    ties = country_counts[country_counts == top_3_countries[-1]]
    if len(ties) > 1:
        top_3_countries = sorted(top_3_countries)
    return top_3_countries",list of (string),"['GB', 'DE', 'FR']","['GB', 'DE', 'FR']"
What are the 3 most common ratings?,What are the top three most frequent rating values in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
rating_counts = dataset[""rating""].value_counts()
top_three_ratings = rating_counts.nlargest(3).index.tolist()

return top_three_ratings",list of (int64),"[5, 1, 4]","[5, 1, 4]"
What are the 2 least common ratings?,,,,ERROR,"[3, 2]"
What are the best 4 unique ratings given to 'Wise'?,,,,ERROR,"[5, 4, 2, 1]"
What are the bottom 5 unique ratings given to 'N26'?,,,,ERROR,"[1, 2, 3, 4, 5]"
Is there any customer with a PhD education level?,Does any customer have PhD as their education level?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_phd = dataset[""Education""].eq(""PhD"").any()
    return has_phd",bool,True,True
Do we have any customers who are married?,Are there any customers with a marital status of married in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    married_customers = dataset[dataset[""Marital_Status""] == ""Married""]
    return not married_customers.empty",bool,True,True
Is there any customer with income higher than 100000?,Are there any customers in the dataset with an income greater than 100000?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_high_income = dataset[""Income""].max() > 100000 or (dataset[""Income""] > 100000).any()
    return has_high_income",bool,True,True
Has any customer made more than 10 web purchases?,Is there at least one customer who has made more than 10 purchases through the web as indicated by the NumWebPurchases attribute?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_more_than_10_web_purchases = (dataset[""NumWebPurchases""] > 10).any()
    return has_more_than_10_web_purchases",bool,True,True
How many customers do we have in the dataset?,What is the total count of unique customer IDs in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_ids = dataset[""ID""].nunique()
    return unique_ids",int64,2240,2240
What's the average income of our customers?,What is the mean value of the Income column in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_income = dataset[""Income""].mean()
    return mean_income",float64,52247.25135400000,52247.25135400000
What's the maximum number of web purchases made by a customer?,What is the maximum value in the NumWebPurchases column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_num_web_purchases = dataset[""NumWebPurchases""].max()
return max_num_web_purchases",uint8,27,27
What's the minimum recency of purchase among the customers?,What is the smallest recency value among all the customers in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_recency = dataset[""Recency""].min()
    return smallest_recency",uint8,0,0
What's the most common education level among our customers?,What is the mode of the Education column in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
education_mode = dataset[""Education""].mode().iloc[0]
return education_mode",string,Graduation,Graduation
What's the most common marital status among our customers?,What is the marital status that appears most frequently in the Marital_Status column of our customer dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_frequent_marital_status = dataset[""Marital_Status""].mode().iloc[0]
    return most_frequent_marital_status",string,Married,Married
Who is the customer with the highest income?,What is the ID of the customer with the maximum income?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_income_customer = dataset.loc[dataset[""Income""].idxmax()]
    customer_id = str(max_income_customer[""ID""])

    return customer_id",string,9432,9432
Who is the customer with the most recent purchase?,What is the ID of the customer with the most recent date in the Dt_Customer column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_recent_customer = dataset.loc[dataset[""Dt_Customer""] == dataset[""Dt_Customer""].max()]
    customer_id = most_recent_customer[""ID""].astype(str).iloc[0]

    return customer_id",string,7300,4047
Who are the 3 customers with the highest income?,What are the IDs of the top 3 customers with the highest income?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_customers = dataset.nlargest(3, 'Income')
    ids = top_3_customers['ID'].astype(str).tolist()
    return ids",list of (string),"['9432', '1503', '1501']","[9432, 1503, 1501]"
What are the 2 most common education levels among our customers?,What are the two most frequent categories in the Education column of our customer dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
education_counts = dataset[""Education""].value_counts()
top_two_education = education_counts.nlargest(2).index.tolist()
return top_two_education",list of (string),"['Graduation', 'PhD']","['Graduation', 'PhD']"
What are the 3 most common marital statuses among our customers?,What are the top three most frequent categories in the Marital_Status column of our customer dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_counts = dataset[""Marital_Status""].value_counts()
    top_three_marital_status = marital_status_counts.nlargest(3).index.tolist()
    
    return top_three_marital_status",list of (string),"['Married', 'Together', 'Single']","['Married', 'Together', 'Single']"
Who are the 3 customers with the most web purchases?,What are the IDs of the top 3 customers with the highest number of web purchases?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_customers = dataset.nlargest(3, 'NumWebPurchases')
    ids = top_3_customers['ID'].tolist()
    
    return ids",list of (uint16),"[5255, 4619, 10311]","[5255, 4619, 10311]"
What are the top 3 income values among our customers?,What are the three highest income values in the Income column of our customer dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    income_values = dataset[""Income""].sort_values(ascending=False).head(3).tolist()
    return income_values",list of (float64),"[666666.0, 162397.0, 160803.0]","[666666.0, 162397.0, 160803.0]"
What are the top 2 recency values among our customers?,What are the two highest recency values in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    recency_values = dataset[""Recency""].sort_values(ascending=False).unique()
    two_highest_recency = recency_values[:2].tolist()
    
    return two_highest_recency",list of (uint8),"[99, 98]","[99, 99]"
What are the bottom 3 income values among our customers?,What are the three lowest income values in the Income column of our customer dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    lowest_incomes = dataset['Income'].nsmallest(3).tolist()
    return lowest_incomes",list of (float64),"[1730.0, 2447.0, 3502.0]","[1730.0, 2447.0, 3502.0]"
What are the bottom 2 recency values among our customers?,What are the two lowest recency values in the dataset among all customers?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    recency_values = dataset[""Recency""].sort_values().unique()
    two_lowest_recency = recency_values[:2].tolist()
    
    return two_lowest_recency",list of (uint8),"[0, 1]","[0, 0]"
Is there any customer with a high salary?,Does any employee have a salary classified as high?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_high_salary = dataset[""salary""].eq(""high"").any()
    return has_high_salary",bool,True,True
Do we have any employees who suffered a work accident?,Are there any employees where the Work Accident attribute is not null or has a value indicating an accident occurred?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_work_accident = not dataset[""Work Accident""].isnull().all() or (dataset[""Work Accident""] != 'No').any()
    return has_work_accident",bool,True,True
Is there any employee with more than 100 hours per month on average?,Are there any employees whose average monthly hours exceed 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    employees_with_high_hours = dataset[dataset[""Average Monthly Hours""] > 100]
    return not employees_with_high_hours.empty",bool,True,True
Does any employee have a satisfaction level above 0.9?,Is there at least one employee with a satisfaction level greater than 0.9?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
satisfied_employees = dataset[dataset[""Satisfaction Level""] > 0.9]
return not satisfied_employees.empty",bool,True,True
How many employees do we have in the dataset?,What is the total count of employee records in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
total_count = len(dataset)
return total_count",int64,14999,14999
What's the median satisfaction level of our employees?,What is the median value of the Satisfaction Level of all employees in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    satisfaction_level_median = dataset[""Satisfaction Level""].median()
    return satisfaction_level_median",float64,0.64,0.64
What's the highest number of projects for a given employee?,What is the maximum value in the Number of Projects column for any employee?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_projects = dataset[""Number of Projects""].max()
    return int(max_projects)",int64,7,7
What's the most common marital status among the employees?,Which marital status appears most frequently in the Marital_Status column of the employee dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_frequent_marital_status = dataset[""Marital_Status""].mode().iloc[0]
    return most_frequent_marital_status",string,Together,Together
What's the most common education level among our employees?,Which education level appears most frequently in our employee dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_frequent_education_level = dataset['Left'].value_counts().idxmax()
    return most_frequent_education_level",string,No,Graduation
What's the most common marital status in the database?,What is the marital status that appears most frequently in the Marital_Status column of the database?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
marital_status_counts = dataset[""Marital_Status""].value_counts()
most_frequent_marital_status = marital_status_counts.idxmax()

return most_frequent_marital_status",string,Together,Married
"Among the employees who have left the company in sales, what's the most common salary level?",What is the most frequent salary level among employees in the sales department who have left the company?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sales_department_employees = dataset[(dataset[""Department""] == ""sales"") & (dataset[""Left""] == ""Yes"")]
    most_frequent_salary = sales_department_employees[""salary""].mode().iloc[0]
    
    return most_frequent_salary",string,low,low
"Among the employees who have had a work accident in sales, what's the most common salary level?",What is the most frequent salary level among employees in the sales department who have had a work accident?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sales_department_with_work_accident = dataset[(dataset[""Department""] == ""sales"") & (dataset[""Work Accident""] == ""Yes"")]
    most_frequent_salary = sales_department_with_work_accident[""salary""].mode().iloc[0]
    
    return most_frequent_salary",string,medium,low
What are the top 3 satisfaction levels?,What are the top three highest satisfaction levels in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_dataset = dataset.sort_values(by='Satisfaction Level', ascending=False)
top_three_satisfaction_levels = sorted_dataset['Satisfaction Level'].head(3).tolist()
return top_three_satisfaction_levels",list of (float64),"[1.0, 1.0, 1.0]","[1, 1, 1]"
What are the top 2 most common Work Accident statuses among our employees?,What are the two most frequently occurring Work Accident statuses in the employee dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    work_accident_counts = dataset[""Work Accident""].value_counts()
    most_frequent_work_accidents = work_accident_counts.nlargest(2).index.tolist()
    
    return most_frequent_work_accidents",list of (string),"['No', 'Yes']","['No', 'Yes']"
What are the top 3 most common marital statuses among our employees?,What are the three most frequently occurring values in the Marital_Status column of the employee dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_counts = dataset[""Marital_Status""].value_counts()
    top_three_marital_status = marital_status_counts.nlargest(3).index.tolist()
    
    return top_three_marital_status",list of (string),"['Together', 'Single', 'Married']","['Together', 'Single', 'Married']"
What are the highest 3 years spent in the company? ,What are the top 3 highest years spent in the company by employees?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    years_in_company = dataset['Years in the Company'].sort_values(ascending=False).unique()
    top_3_years = years_in_company[:3].tolist()
    
    return top_3_years",list of (int64),"[10, 8, 7]","[10, 10, 10]"
What are the 3 departments with more 'medium' salary levels?,Which three departments have the most employees with a salary level of 'medium'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    medium_salary_employees = dataset[dataset[""salary""] == ""medium""]
    department_counts = medium_salary_employees[""Department""].value_counts()
    top_three_departments = department_counts.nlargest(3).index.tolist()
    
    return top_three_departments",list of (string),"['sales', 'technical', 'support']","['sales', 'technical', 'support']"
"For the 2 employees with the top satisfaction levels who belong to the sales department, what are their salary levels?",What are the salary categories of the top 2 employees with the highest satisfaction levels in the sales department?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_2_employees = dataset.loc[(dataset[""Department""] == ""sales"")].sort_values(by=""Satisfaction Level"", ascending=False).head(2)
    salary_categories = top_2_employees[""salary""].tolist()
    
    return salary_categories",list of (category),"['medium', 'medium']","['low', 'low']"
What are the top 3 average monthly hours worked among the employees in the top 3 departments with the most employees?,What are the top 3 average Average Monthly Hours values for the top 3 departments with the highest number of employees?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_departments = dataset[""Department""].value_counts().head(3).index
    top_3_departments_data = dataset[dataset[""Department""].isin(top_3_departments)]
    average_hours = top_3_departments_data.groupby(""Department"")[""Average Monthly Hours""].mean().sort_values(ascending=False).head(3).tolist()
    
    return average_hours",list of float64,"[202.49742647058824, 200.91135265700484, 200.75818752803949]","[200.91135265700484, 202.49742647058824, 200.75818752803949]"
What are the lowest 2 satisfaction levels among the employees who have not had a work accident?,What are the two lowest satisfaction levels reported by employees who have not experienced a work accident?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    no_work_accident = dataset[dataset[""Work Accident""] == ""No""]
    lowest_satisfaction_levels = no_work_accident[""Satisfaction Level""].nsmallest(2).tolist()
    
    return lowest_satisfaction_levels",list of (float64),"[0.09, 0.09]","[0.09, 0.09]"
"Is there any country with a Ladder score above 7.5, a Generosity score above 0.2, and a Social support score above 0.7?","Are there any countries where the Ladder score is greater than 7.5, the Generosity score is greater than 0.2, and the Social support score is greater than 0.7?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    countries = dataset[(dataset[""Ladder score""] > 7.5) & (dataset[""Generosity""] > 0.2) & (dataset[""Social support""] > 0.7)]
    return len(countries) > 0",bool,True,True
"Are there any countries in Western Europe with a Perceptions of corruption score above 0.5, a Ladder score above 7, and a Social support score above 0.7?","Does Western Europe have any countries where the Perceptions of corruption score is greater than 0.5, the Ladder score is greater than 7, and the Social support score is greater than 0.7?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    filtered_countries = western_europe[(western_europe[""Perceptions of corruption""] > 0.5) & (western_europe[""Ladder score""] > 7) & (western_europe[""Social support""] > 0.7)]
    
    return not filtered_countries.empty",bool,True,True
Are there any countries in Western Europe with a Perceptions of corruption score above 0.5?,Does any country in Western Europe have a Perceptions of corruption score greater than 0.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    corruption_scores = western_europe[""Perceptions of corruption""]
    has_high_corruption = (corruption_scores > 0.5).any()

    return has_high_corruption",bool,True,True
Is there any country with a Social support score below 0.5?,Does any country have a Social support score less than 0.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_low_social_support = (dataset[""Social support""] < 0.5).any()
    return has_low_social_support",bool,True,True
What's the average Ladder score among the countries in Western Europe with a Generosity score above 0.2 and a Social support score above 0.7?,What is the mean Ladder score of countries located in Western Europe where the Generosity score is greater than 0.2 and the Social support score is greater than 0.7?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    filtered_dataset = western_europe[(western_europe[""Generosity""] > 0.2) & (western_europe[""Social support""] > 0.7)]
    mean_ladder_score = filtered_dataset[""Ladder score""].mean()

    return mean_ladder_score",float64,7.222675000000000,7.222675000000000
What's the average Perceptions of corruption score among the countries in Sub-Saharan Africa with a Ladder score below 5 and a Social support score below 0.5?,What is the mean Perceptions of corruption score for countries in the Sub-Saharan Africa region where the Ladder score is less than 5 and the Social support score is less than 0.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_saharan_africa = dataset[dataset[""Regional indicator""] == ""Sub-Saharan Africa""]
    filtered_dataset = sub_saharan_africa[(sub_saharan_africa[""Ladder score""] < 5) & (sub_saharan_africa[""Social support""] < 0.5)]
    mean_perceptions_of_corruption = filtered_dataset[""Perceptions of corruption""].mean()

    return mean_perceptions_of_corruption",float64,0.7493710000,0.7493710000
What's the maximum Generosity score among the countries?,What is the highest Generosity score among all the countries in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_generosity = dataset[""Generosity""].max()
return max_generosity",float64,0.560664000,0.560664000
What's the minimum Social support score among the countries?,What is the lowest Social support score among all the countries in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    lowest_social_support = dataset[""Social support""].min()
    return lowest_social_support",float64,0.319460000,0.319460000
Which region has the highest number of countries with a Ladder score above 7 and a Generosity score above 0.2?,What is the regional indicator with the maximum count of countries where the Ladder score is greater than 7 and the Generosity score is greater than 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[(dataset[""Ladder score""] > 7) & (dataset[""Generosity""] > 0.2)]
    regional_indicator_counts = filtered_dataset[""Regional indicator""].value_counts()
    max_count_regional_indicator = regional_indicator_counts.idxmax()

    return max_count_regional_indicator",string,Western Europe,Western Europe
Which region accounts for the most countries with a Generosity score above 0.2?,What regional indicator is most common among countries where the Generosity score is greater than 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[dataset[""Generosity""] > 0.2]
    most_common_regional_indicator = filtered_dataset[""Regional indicator""].mode().iloc[0]

    return most_common_regional_indicator",string,Western Europe,Western Europe
In which region are the majority of countries with a Perceptions of corruption score below 0.5 located?,Which regional indicator is most common among countries where the perceptions of corruption score is less than 0.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[dataset[""Perceptions of corruption""] < 0.5]
    most_common_regional_indicator = filtered_dataset[""Regional indicator""].mode().iloc[0]

    return most_common_regional_indicator",string,Western Europe,Western Europe
