Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What's the most common computing platform used for data science projects?,What is the mode of the computing platform category most frequently used for data science projects?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mode_platform = dataset[""What type of computing platform do you use most often for your data science projects?""].mode()[0]
    return mode_platform
",string,A laptop,A laptop
What's the most common programming language used on a regular basis?,,,,ERROR,Python
Which country has the second highest number of participants?,What is the name of the country with the second largest count of participants in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    country_counts = dataset[""In which country do you currently reside?""].value_counts()
    second_largest_country = country_counts.index[1]
    
    return second_largest_country",string,United States of America,United States of America
Which title is the most common among participants?,What is the most frequently occurring title in the 'Select the title most similar to your current role (or most recent title if retired)' column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_frequent_title = dataset[""Select the title most similar to your current role (or most recent title if retired)""].mode()[0]
    return most_frequent_title
",string,Data Scientist,Data Scientist
What are the top 4 geographies represented in the dataset?,Which four geographies appear most frequently in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_geographies = dataset['Geographies'].value_counts().head(4).index.tolist()
    return top_geographies
",list of string,"[array(['India'], dtype=object), array(['USA'], dtype=object), array(['Western Europe'], dtype=object), array(['China - Japan - Korea'], dtype=object)]","['India', 'USA', 'Western Europe', 'China - Japan - Korea']"
Name the top 3 general segments of participants.,,,,ERROR,"['Analysts', 'Data Scientists', 'Academics']"
list the top 4 most common job titles.,What are the four job titles that appear most frequently in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    title_counts = dataset[""Select the title most similar to your current role (or most recent title if retired)""].value_counts()
    top_titles = title_counts.head(4).index.tolist()
    return top_titles",list of string,"['Data Scientist', 'Software Engineer', 'Other', 'Data Analyst']","['Data Scientist', 'Software Engineer', 'Other', 'Data Analyst']"
Identify the top 6 programming languages used regularly.,What are the 6 most frequently used programming languages by professionals in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Split the programming languages string into individual languages and count frequencies
    languages = dataset[""What programming languages do you use on a regular basis?""].str.split(';').explode()
    top_languages = languages.value_counts().head(6).index.tolist()
    
    return top_languages
",list of string,[],"['Python', 'SQL', 'R', 'Javascript', 'C++', 'Java']"
Report the top 4 age ranges of participants by frequency,"What are the 4 most common age ranges among the participants, ordered by frequency?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    age_counts = dataset['What is your age (years)?'].value_counts().head(4)
    most_common_ages = age_counts.index.tolist()
    
    return most_common_ages
",list of (string),"['25-29', '30-34', '22-24', '35-39']","['25-29', '30-34', '22-24', '35-39']"
list the highest average 3 years of machine learning experience.,What are the top 3 highest average years of machine learning experience?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_experience = dataset.nlargest(3, '(Average) For how many years have you used machine learning methods?')['(Average) For how many years have you used machine learning methods?'].tolist()
    return top_3_experience
",list of float64,"[20.0, 20.0, 20.0]","[19.83, 19.74, 19.68]"
Identify the 5 highest yearly compensations.,What are the top 5 values in the column representing yearly compensation in USD?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # The column representing yearly compensation in USD is likely one of these:
    # ""(Average) What is your current yearly compensation (approximate $USD)?_rx_K"" or
    # ""(Average) What is your current yearly compensation (approximate $USD)?""
    # We'll use the first one that exists in the dataset
    
    comp_cols = [
        ""(Average) What is your current yearly compensation (approximate $USD)?_rx_K"",
        ""(Average) What is your current yearly compensation (approximate $USD)?""
    ]
    
    for col in comp_cols:
        if col in dataset.columns:
            top_5 = dataset[col].nlargest(5).tolist()
            return top_5
    
    # If neither column exists (shouldn't happen per schema), return empty list
    return []
",list of (float64),"[174999.5, 174999.5, 174999.5, 174999.5, 174999.5]","[1000000, 1000000, 1000000, 1000000, 1000000]"
Report the 5 most common sizes of the company where participants work.,What are the top 5 most frequently occurring values in the company size column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    company_size_counts = dataset['(Average) What is the size of the company where you are employed?'].value_counts().head(5)
    top_5_sizes = company_size_counts.index.tolist()
    return top_5_sizes
",list of (float64),"[24.0, 10000.0, 5500.0, 150.0, 624.0]","['0-49 employees', '10,000 or more employees', '1000-9,999 employees', '50-249 employees', '250-999 employees']"
Are there more reviews with rating 5 from 'GB' than 'US'?,Is the count of reviews with rating 5 from country code 'GB' greater than the count of reviews with rating 5 from country code 'US'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    gb_count = len(dataset[(dataset['country_code'] == 'GB') & (dataset['rating'] == 5)])
    us_count = len(dataset[(dataset['country_code'] == 'US') & (dataset['rating'] == 5)])
    answer = gb_count > us_count
    return answer",bool,True,True
Is the average rating for 'Wise' in 'GB' above 4?,Does the average rating for the company 'Wise' in the country 'GB' exceed 4?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['Company'] == 'Wise') & (dataset['country_code'] == 'GB')]
    avg_rating = filtered_data['rating'].mean()
    answer = avg_rating > 4
    
    return answer",bool,True,True
Do any reviews originate from 'AO'?,Are there any reviews where the country_code is 'AO'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_ao_reviews = (dataset['country_code'] == 'AO').any()
    return has_ao_reviews",bool,True,True
Did any reviews receive a rating of 1?,Are there any reviews with a rating value equal to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_rating_1 = (dataset[""rating""] == 1).any()
    return has_rating_1",bool,True,True
What's the total number of reviews for 'Wise'?,What is the sum of all reviews where the Company is 'Wise'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_reviews = dataset[dataset[""Company""] == 'Wise']
    sum_reviews = wise_reviews[""rating""].sum()
    
    return sum_reviews",int64,17667,3840
How many unique countries gave 'Wise' a rating of 5?,What is the count of distinct countries where the company 'Wise' received a rating of 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_5_ratings = dataset[(dataset['Company'] == 'Wise') & (dataset['rating'] == 5)]
    distinct_countries = wise_5_ratings['country_code'].nunique()
    
    return distinct_countries",int64,120,120
What is the highest rating received?,What is the maximum value in the rating column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_rating = dataset[""rating""].max()
    return max_rating
",uint8,5,5
What's the average rating across all reviews?,Calculate the mean value of the rating column in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_rating = dataset[""rating""].mean()
    return mean_rating",float64,4.097756000000000,4.097756000000000
Which company received the most 5-star reviews?,What is the name of the company that has the highest count of reviews with a rating of 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    five_star_reviews = dataset[dataset['rating'] == 5]
    company_counts = five_star_reviews['Company'].value_counts()
    top_company = company_counts.idxmax()
    
    return top_company",string,Wise,Wise
From which country did 'Wise' receive the most reviews?,Which country code has the highest count of reviews for the company 'Wise'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_reviews = dataset[dataset['Company'] == 'Wise']
    country_counts = wise_reviews['country_code'].value_counts()
    top_country = country_counts.idxmax()
    
    return top_country",string,GB,GB
Which country had the lowest representation in the reviews?,What is the country code with the minimum count in the reviews dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    country_counts = dataset['country_code'].value_counts()
    min_count_country = country_counts.idxmin()
    
    return min_count_country",string,CW,CW
Which company received the lowest rating?,What is the name of the company that has the minimum rating value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_rating = dataset[""rating""].min()
    company_with_min_rating = dataset.loc[dataset[""rating""] == min_rating, ""Company""].iloc[0]
    
    return company_with_min_rating",string,Wise,N26
Which are the top 3 countries with the most 5-star reviews for 'Wise'?,What are the names of the top 3 countries that have the highest number of 5-star reviews for the company 'Wise'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_reviews = dataset[dataset['Company'] == 'Wise']
    five_star_reviews = wise_reviews[wise_reviews['rating'] == 5]
    country_counts = five_star_reviews['country_code'].value_counts().head(3)
    top_countries = country_counts.index.tolist()
    
    return top_countries",list of (string),"['GB', 'US', 'ES']","['GB', 'US', 'ES']"
Which are the 2 companies represented in the dataset?,What are the names of the 2 distinct companies present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_companies = dataset[""Company""].unique().tolist()
    top_2_companies = distinct_companies[:2]
    
    return top_2_companies",list of string,"['Wise', 'N26']","['Wise', 'N26']"
Which are the bottom 4 countries in terms of review count? If two or more have the same number order them alphabetically.,"What are the names of the 4 countries with the lowest review counts, ordered alphabetically in case of ties?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    country_counts = dataset['country_code'].value_counts().sort_values(ascending=True)
    lowest_countries = country_counts.head(4).index.tolist()
    lowest_countries_sorted = sorted(lowest_countries)
    
    return lowest_countries_sorted",list of string,"['BO', 'KG', 'KH', 'NU']","['CW', 'FO', 'KZ', 'NE']"
What are the 3 most common countries? If two or more have the same number order them alphabetically.,"Retrieve the top 3 country codes with the highest frequency, sorted alphabetically in case of ties.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    country_counts = dataset['country_code'].value_counts().sort_index()
    top_countries = country_counts.sort_values(ascending=False).head(3)
    top_countries_sorted = sorted(top_countries.index.tolist())
    
    return top_countries_sorted",list of (string),"['DE', 'FR', 'GB']","['GB', 'DE', 'FR']"
What are the 3 most common ratings?,What are the top 3 most frequently occurring values in the rating column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_ratings = dataset['rating'].value_counts().nlargest(3).index.tolist()
    return top_ratings
",list of (uint8),"[5, 1, 4]","[5, 1, 4]"
What are the 2 least common ratings?,Which two rating values appear the least frequently in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    rating_counts = dataset['rating'].value_counts()
    least_frequent_ratings = rating_counts.nsmallest(2).index.tolist()
    least_frequent_ratings_sorted = sorted(least_frequent_ratings)
    
    return least_frequent_ratings_sorted",list of (uint8),"[2, 3]","[3, 2]"
What are the best 4 unique ratings given to 'Wise'?,Retrieve the top 4 distinct ratings associated with the company 'Wise'.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    wise_reviews = dataset[dataset['Company'] == 'Wise']
    top_ratings = wise_reviews['rating'].unique()
    top_ratings_sorted = sorted(top_ratings, reverse=True)[:4]
    
    return top_ratings_sorted",list of (uint8),"[np.uint8(5), np.uint8(4), np.uint8(3), np.uint8(2)]","[5, 4, 2, 1]"
What are the bottom 5 unique ratings given to 'N26'?,Retrieve the 5 least common unique rating values for the company 'N26'.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    n26_reviews = dataset[dataset['Company'] == 'N26']
    rating_counts = n26_reviews['rating'].value_counts()
    least_common_ratings = rating_counts.nsmallest(5).index.tolist()
    
    return least_common_ratings",list of (uint8),"[3, 2, 4, 1, 5]","[1, 2, 3, 4, 5]"
Is there any customer with a PhD education level?,Does any customer in the dataset have an education level of PhD?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_phd = ""PhD"" in dataset[""Education""].values
    return has_phd
",bool,True,True
Do we have any customers who are married?,Are there any customers with marital status indicating they are married?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    married_customers = dataset[dataset[""Marital_Status""].str.contains('Married', case=False, na=False)]
    has_married_customers = not married_customers.empty
    
    return has_married_customers
",bool,True,True
Is there any customer with income higher than 100000?,Are there any customers in the dataset whose income exceeds 100000?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_high_income = (dataset[""Income""] > 100000).any()
    return has_high_income
",bool,True,True
Has any customer made more than 10 web purchases?,Is there at least one customer with NumWebPurchases greater than 10?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_customer = (dataset[""NumWebPurchases""] > 10).any()
    return has_customer
",bool,True,True
How many customers do we have in the dataset?,What is the total count of customers in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_customers = len(dataset)
    return total_customers
",int64,2240,2240
What's the average income of our customers?,Calculate the mean income value from the customers in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_income = dataset[""Income""].mean()
    return mean_income
",float64,52247.25135400000,52247.25135400000
What's the maximum number of web purchases made by a customer?,What is the highest value in the NumWebPurchases column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_web_purchases = dataset[""NumWebPurchases""].max()
    return max_web_purchases
",uint8,27,27
What's the minimum recency of purchase among the customers?,What is the smallest value in the Recency column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_recency = dataset[""Recency""].min()
    return min_recency
",uint8,0,0
What's the most common education level among our customers?,Which education level appears most frequently in the Education column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_frequent_education = dataset[""Education""].mode()[0]
    return most_frequent_education
",string,Graduation,Graduation
What's the most common marital status among our customers?,Which marital status appears most frequently in the customer data?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_counts = dataset[""Marital_Status""].value_counts()
    most_frequent_status = marital_status_counts.idxmax()
    
    return most_frequent_status",string,Married,Married
Who is the customer with the highest income?,What is the ID of the customer who has the maximum income value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_income_customer = dataset.loc[dataset[""Income""] == dataset[""Income""].max()]
    customer_id = str(max_income_customer[""ID""].iloc[0])
    
    return customer_id
",string,9432,9432
Who is the customer with the most recent purchase?,What is the ID of the customer who made the latest purchase based on the Dt_Customer column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    latest_customer = dataset.loc[dataset[""Dt_Customer""].idxmax()]
    customer_id = str(latest_customer[""ID""])
    
    return customer_id
",string,7300,4047
Who are the 3 customers with the highest income?,What are the IDs of the top 3 customers with the highest income values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_customers = dataset.nlargest(3, 'Income')
    ids = top_customers['ID'].astype(str).tolist()
    return ids
",list of string,"['9432', '1503', '1501']","[9432, 1503, 1501]"
What are the 2 most common education levels among our customers?,Which two education levels appear most frequently in the Education column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    education_counts = dataset[""Education""].value_counts()
    top_two_education = education_counts.nlargest(2).index.tolist()
    
    return top_two_education",list of (string),"['Graduation', 'PhD']","['Graduation', 'PhD']"
What are the 3 most common marital statuses among our customers?,What are the top 3 marital status categories that appear most frequently in the customer data?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_counts = dataset[""Marital_Status""].value_counts()
    top_3_marital_statuses = marital_status_counts.head(3).index.tolist()
    return top_3_marital_statuses
",list of string,"['Married', 'Together', 'Single']","['Married', 'Together', 'Single']"
Who are the 3 customers with the most web purchases?,What are the IDs of the top 3 customers who made the highest number of web purchases?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_customers = dataset.nlargest(3, 'NumWebPurchases')
    ids = top_customers['ID'].astype(str).tolist()
    return ids",list of string,"['5255', '4619', '10311']","[5255, 4619, 10311]"
What are the top 3 income values among our customers?,Retrieve the three highest income values from the customers in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_incomes = dataset.nlargest(3, 'Income')['Income'].tolist()
    return top_incomes
",list of (float64),"[666666.0, 162397.0, 160803.0]","[666666.0, 162397.0, 160803.0]"
What are the top 2 recency values among our customers?,Retrieve the two highest recency values from the customers in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_recency = dataset.nlargest(2, 'Recency')['Recency'].tolist()
    return top_recency
",list of (uint8),"[99, 99]","[99, 99]"
What are the bottom 3 income values among our customers?,Retrieve the three smallest income values from the customers in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_incomes = dataset.nsmallest(3, 'Income')['Income'].tolist()
    return smallest_incomes
",list of float64,"[1730.0, 2447.0, 3502.0]","[1730.0, 2447.0, 3502.0]"
What are the bottom 2 recency values among our customers?,Retrieve the two smallest recency values from the customers in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_recency = dataset.nsmallest(2, 'Recency')['Recency'].tolist()
    return smallest_recency
",list of (uint8),"[0, 0]","[0, 0]"
Is there any customer with a high salary?,Are there any employees in the dataset who have a high salary category?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_high_salary = (dataset['salary'] == 'high').any()
    return has_high_salary
",bool,True,True
Do we have any employees who suffered a work accident?,Are there any records in the dataset where the work accident attribute is set to True?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_work_accident = (dataset[""Work Accident""] == 'True').any()
    return has_work_accident",bool,False,True
Is there any employee with more than 100 hours per month on average?,Does any employee have an average monthly hours value greater than 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_high_hours = (dataset[""Average Monthly Hours""] > 100).any()
    return has_high_hours",bool,True,True
Does any employee have a satisfaction level above 0.9?,Is there at least one employee with a satisfaction level greater than 0.9?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_high_satisfaction = (dataset[""Satisfaction Level""] > 0.9).any()
    return has_high_satisfaction
",bool,True,True
How many employees do we have in the dataset?,What is the total count of employees recorded in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_employees = len(dataset)
    return total_employees
",int64,14999,14999
What's the median satisfaction level of our employees?,What is the median value of the satisfaction level column for all employees?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    median_satisfaction = dataset[""Satisfaction Level""].median()
    return median_satisfaction
",float64,0.64,0.64
What's the highest number of projects for a given employee?,What is the maximum value in the Number of Projects column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_projects = dataset[""Number of Projects""].max()
    return max_projects
",int64,7,7
What's the most common marital status among the employees?,Which marital status appears most frequently in the employee dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_counts = dataset[""Marital_Status""].value_counts()
    most_frequent_status = marital_status_counts.idxmax()
    
    return most_frequent_status",string,Together,Together
What's the most common education level among our employees?,Which education level appears most frequently in the employee dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    education_counts = dataset[""Marital_Status""].value_counts()
    most_frequent_education = education_counts.idxmax()
    
    return most_frequent_education",string,Together,Graduation
What's the most common marital status in the database?,Which marital status appears most frequently in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_counts = dataset[""Marital_Status""].value_counts()
    most_frequent_status = marital_status_counts.idxmax()
    
    return most_frequent_status",string,Together,Married
"Among the employees who have left the company in sales, what's the most common salary level?",What is the most frequently occurring salary category among employees who have left the company and were in the sales department?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset[""Left""] == ""Yes"") & (dataset[""Department""] == ""sales"")]
    most_frequent_salary = filtered_data[""salary""].mode().iloc[0]
    
    return most_frequent_salary
",string,low,low
"Among the employees who have had a work accident in sales, what's the most common salary level?",What is the most frequently occurring salary category among employees in the sales department who have experienced a work accident?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sales_dept = dataset[dataset[""Department""] == ""sales""]
    sales_accident = sales_dept[sales_dept[""Work Accident""] == ""Yes""]
    most_frequent_salary = sales_accident[""salary""].mode()[0]
    
    return most_frequent_salary
",string,medium,low
What are the top 3 satisfaction levels?,What are the three highest values in the satisfaction level column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_three_satisfaction = dataset.nlargest(3, 'Satisfaction Level')['Satisfaction Level'].tolist()
    return top_three_satisfaction
",list of (float64),"[1.0, 1.0, 1.0]","[1, 1, 1]"
What are the top 2 most common Work Accident statuses among our employees?,Retrieve the two most frequently occurring values in the Work Accident column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    work_accident_counts = dataset[""Work Accident""].value_counts()
    top_two = work_accident_counts.head(2).index.tolist()
    return top_two
",list of string,"['No', 'Yes']","['No', 'Yes']"
What are the top 3 most common marital statuses among our employees?,Retrieve the three most frequently occurring values in the Marital_Status column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    marital_status_counts = dataset[""Marital_Status""].value_counts()
    top_three = marital_status_counts.head(3).index.tolist()
    return top_three",list of string,"['Together', 'Single', 'Married']","['Together', 'Single', 'Married']"
What are the highest 3 years spent in the company? ,Return the top 3 values from the Years in the Company column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_years = dataset[""Years in the Company""].nlargest(3).tolist()
    return top_3_years
",list of (uint8),"[10, 10, 10]","[10, 10, 10]"
What are the 3 departments with more 'medium' salary levels?,Which 3 departments have the highest count of employees with a salary level categorized as 'medium'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    medium_salary_employees = dataset[dataset['salary'] == 'medium']
    department_counts = medium_salary_employees['Department'].value_counts()
    top_3_departments = department_counts.head(3).index.tolist()
    
    return top_3_departments
",list of string,"['sales', 'technical', 'support']","['sales', 'technical', 'support']"
"For the 2 employees with the top satisfaction levels who belong to the sales department, what are their salary levels?",What are the salary categories of the 2 sales department employees with the highest satisfaction levels?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sales_dept = dataset[dataset[""Department""] == ""sales""]
    top_satisfaction = sales_dept.nlargest(2, ""Satisfaction Level"")
    salary_categories = top_satisfaction[""salary""].tolist()
    
    return salary_categories
",list of (category),"['low', 'medium']","['low', 'low']"
What are the top 3 average monthly hours worked among the employees in the top 3 departments with the most employees?,Retrieve the top 3 values of average monthly hours worked by employees in the top 3 departments with the highest number of employees.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Get top 3 departments with highest number of employees
    top_departments = dataset['Department'].value_counts().head(3).index.tolist()
    
    # Filter dataset for employees in these departments
    filtered_data = dataset[dataset['Department'].isin(top_departments)]
    
    # Get top 3 average monthly hours values
    top_hours = filtered_data['Average Monthly Hours'].nlargest(3).tolist()
    
    return top_hours
",list of (float64),"[310, 310, 310]","[200.91135265700484, 202.49742647058824, 200.75818752803949]"
What are the lowest 2 satisfaction levels among the employees who have not had a work accident?,Return the two smallest satisfaction level values for employees where work accident is False.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset['Work Accident'] == 'False']
    sorted_data = filtered_data.sort_values(by='Satisfaction Level')
    smallest_two = sorted_data['Satisfaction Level'].head(2).tolist()
    return smallest_two
",list of (float64),[],"[0.09, 0.09]"
"Is there any country with a Ladder score above 7.5, a Generosity score above 0.2, and a Social support score above 0.7?","Does any country have a Ladder score greater than 7.5, a Generosity score greater than 0.2, and a Social support score greater than 0.7?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered = dataset[
        (dataset[""Ladder score""] > 7.5) & 
        (dataset[""Generosity""] > 0.2) & 
        (dataset[""Social support""] > 0.7)
    ]
    answer = not filtered.empty
    return answer
",bool,True,True
"Are there any countries in Western Europe with a Perceptions of corruption score above 0.5, a Ladder score above 7, and a Social support score above 0.7?","Does any country in the Western Europe region have a Perceptions of corruption score greater than 0.5, a Ladder score greater than 7, and a Social support score greater than 0.7?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    filtered = western_europe[
        (western_europe[""Perceptions of corruption""] > 0.5) &
        (western_europe[""Ladder score""] > 7) &
        (western_europe[""Social support""] > 0.7)
    ]
    answer = not filtered.empty
    return answer
",bool,True,True
Are there any countries in Western Europe with a Perceptions of corruption score above 0.5?,Does any country in the Western Europe region have a Perceptions of corruption value greater than 0.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    corruption_gt_05 = western_europe[western_europe[""Perceptions of corruption""] > 0.5]
    answer = not corruption_gt_05.empty
    return answer
",bool,True,True
Is there any country with a Social support score below 0.5?,Does any country have a Social support value less than 0.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_low_social_support = (dataset[""Social support""] < 0.5).any()
    return has_low_social_support",bool,True,True
What's the average Ladder score among the countries in Western Europe with a Generosity score above 0.2 and a Social support score above 0.7?,Calculate the mean Ladder score for countries in the Western Europe region where Generosity is greater than 0.2 and Social support is greater than 0.7.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[
        (dataset[""Regional indicator""] == ""Western Europe"") & 
        (dataset[""Generosity""] > 0.2) & 
        (dataset[""Social support""] > 0.7)
    ]
    mean_ladder_score = filtered_data[""Ladder score""].mean()
    
    return mean_ladder_score
",float64,7.222675000000000,7.222675000000000
What's the average Perceptions of corruption score among the countries in Sub-Saharan Africa with a Ladder score below 5 and a Social support score below 0.5?,Calculate the mean Perceptions of corruption score for countries in Sub-Saharan Africa where the Ladder score is less than 5 and the Social support score is less than 0.5.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[
        (dataset[""Regional indicator""] == ""Sub-Saharan Africa"") &
        (dataset[""Ladder score""] < 5) &
        (dataset[""Social support""] < 0.5)
    ]
    mean_corruption = filtered_data[""Perceptions of corruption""].mean()
    
    return mean_corruption
",float64,0.7493710000,0.7493710000
What's the maximum Generosity score among the countries?,What is the highest value in the Generosity column across all countries?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_generosity = dataset[""Generosity""].max()
    return max_generosity",float64,0.560664000,0.560664000
What's the minimum Social support score among the countries?,What is the lowest value of Social support score across all countries in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_social_support = dataset[""Social support""].min()
    return min_social_support",float64,0.319460000,0.319460000
Which region has the highest number of countries with a Ladder score above 7 and a Generosity score above 0.2?,What is the name of the region with the most countries where the Ladder score is greater than 7 and the Generosity score exceeds 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['Ladder score'] > 7) & (dataset['Generosity'] > 0.2)]
    region_counts = filtered_data['Regional indicator'].value_counts()
    top_region = region_counts.idxmax()
    
    return top_region",string,Western Europe,Western Europe
Which region accounts for the most countries with a Generosity score above 0.2?,What is the name of the region that has the highest count of countries where the Generosity score is greater than 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset['Generosity'] > 0.2]
    region_counts = filtered_data['Regional indicator'].value_counts()
    max_region = region_counts.idxmax()
    
    return max_region",string,Western Europe,Western Europe
In which region are the majority of countries with a Perceptions of corruption score below 0.5 located?,What is the regional indicator for the region that contains the most countries with a Perceptions of corruption score less than 0.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset['Perceptions of corruption'] < 0.5]
    region_counts = filtered_data['Regional indicator'].value_counts()
    most_common_region = region_counts.idxmax()
    
    return most_common_region",string,Western Europe,Western Europe
In which region can you find the majority of countries with a Social support score above 0.7?,What is the regional indicator with the highest count of countries where the Social support score exceeds 0.7?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset['Social support'] > 0.7]
    regional_counts = filtered_data['Regional indicator'].value_counts()
    top_region = regional_counts.idxmax()
    
    return top_region",string,Western Europe,Western Europe
